Event,Fight,Fighter,Weight Class,Winner,KD,Sig. Str.,Total Str.,TD,Sub. Att,Reversal,Control Time,Head,Body,Leg,Distance,Clinch,Ground,Method,Fight_lenght,Rounds,Format,Referee,date,win,form_last_5,Control Time Sec,Total_fight_length_sec,landed_sig_str,atmp_sig_str,landed_total_str,atmp_total_str,landed_td,atmp_td,landed_head,atmp_head,landed_body,atmp_body,landed_leg,atmp_leg,landed_distance,atmp_distance,landed_clinch,atmp_clinch,landed_ground,atmp_ground,sig_str_lpm,total_str_lpm,head_lpm,body_lpm,leg_lpm,distance_lpm,clinch_lpm,ground_lpm,sig_str_acc,total_str_acc,td_acc,head_acc,body_acc,leg_acc,distance_acc,clinch_acc,ground_acc,KD_rolling_mean,Sub. Att_rolling_mean,Reversal_rolling_mean,Control Time Sec_rolling_mean,Total_fight_length_sec_rolling_mean,landed_sig_str_rolling_mean,atmp_sig_str_rolling_mean,landed_total_str_rolling_mean,atmp_total_str_rolling_mean,landed_td_rolling_mean,atmp_td_rolling_mean,landed_head_rolling_mean,atmp_head_rolling_mean,landed_body_rolling_mean,atmp_body_rolling_mean,landed_leg_rolling_mean,atmp_leg_rolling_mean,landed_distance_rolling_mean,atmp_distance_rolling_mean,landed_clinch_rolling_mean,atmp_clinch_rolling_mean,landed_ground_rolling_mean,atmp_ground_rolling_mean,sig_str_lpm_rolling_mean,total_str_lpm_rolling_mean,head_lpm_rolling_mean,body_lpm_rolling_mean,leg_lpm_rolling_mean,distance_lpm_rolling_mean,clinch_lpm_rolling_mean,ground_lpm_rolling_mean
UFC Fight Night: Henderson vs Khabilov,Yves Edwards - Piotr Hallmann,Yves Edwards,Lightweight,L,0,27 of 79,31 of 84,1 of 1,0,0,0:43,15 of 63,9 of 13,3 of 3,21 of 72,6 of 7,0 of 0,Submission,"Time:
        
        2:31","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki,1,0,0.0,43,151,27,79,31,84,1,1,15,63,9,13,3,3,21,72,6,7,0,0,10.728476821192054,12.317880794701987,5.960264900662252,3.576158940397351,1.1920529801324504,8.344370860927153,2.384105960264901,0.0,0.34177215189873417,0.36904761904761907,1.0,0.23809523809523808,0.6923076923076923,1.0,0.2916666666666667,0.8571428571428571,0.0,0.0,0.0,0.0,21.5,131.5,16.0,46.5,18.0,49.0,0.5,0.5,8.0,35.0,4.5,8.0,3.5,3.5,12.5,42.5,3.5,4.0,0.0,0.0,6.703524124881741,7.498226111636708,3.2479895931882687,1.7880794701986755,1.6674550614947967,5.243614001892148,1.4599101229895932,0.0
UFC Fight Night: Henderson vs Khabilov,Yves Edwards - Piotr Hallmann,Piotr Hallmann,Lightweight,W,0,56 of 113,96 of 162,4 of 11,1,0,5:30,25 of 70,23 of 32,8 of 11,29 of 72,10 of 17,17 of 24,Submission,"Time:
        
        2:31","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki,3,1,1.0,330,151,56,113,96,162,4,11,25,70,23,32,8,11,29,72,10,17,17,24,22.251655629139073,38.145695364238414,9.933774834437086,9.139072847682119,3.178807947019868,11.523178807947021,3.9735099337748347,6.754966887417218,0.49557522123893805,0.5925925925925926,0.36363636363636365,0.35714285714285715,0.71875,0.7272727272727273,0.4027777777777778,0.5882352941176471,0.7083333333333334,0.0,0.25,0.0,231.5,176.5,43.25,87.0,90.0,138.5,1.75,4.0,19.5,50.75,15.75,24.75,8.0,11.5,21.25,50.75,15.25,27.25,6.75,9.0,20.883502142578884,44.35112972341254,11.856973120373977,5.670062329567589,3.35646669263732,10.648441760810286,6.928671601090768,3.306388780677834
UFC Fight Night: Miocic vs Maldonado,Rony Jason - Robert Peralta,Rony Jason,Featherweight,L,0,30 of 73,40 of 83,2 of 6,1,0,1:44,16 of 49,9 of 16,5 of 8,26 of 67,4 of 6,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki,2,0,0.0,104,300,30,73,40,83,2,6,16,49,9,16,5,8,26,67,4,6,0,0,6.0,8.0,3.2,1.8,1.0,5.2,0.8,0.0,0.410958904109589,0.4819277108433735,0.3333333333333333,0.32653061224489793,0.5625,0.625,0.3880597014925373,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,129.66666666666666,300.0,19.0,50.0,50.333333333333336,82.33333333333333,0.6666666666666666,2.3333333333333335,12.0,37.0,5.0,9.666666666666666,2.0,3.3333333333333335,14.666666666666666,44.0,2.0,2.6666666666666665,2.3333333333333335,3.3333333333333335,3.8000000000000003,10.066666666666666,2.4,1.0,0.39999999999999997,2.9333333333333336,0.4000000000000001,0.4666666666666666
UFC Fight Night: Miocic vs Maldonado,Rony Jason - Robert Peralta,Robert Peralta,Featherweight,W,0,51 of 126,81 of 156,1 of 1,0,1,2:33,20 of 84,10 of 20,21 of 22,44 of 117,6 of 8,1 of 1,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki,2,1,1.0,153,300,51,126,81,156,1,1,20,84,10,20,21,22,44,117,6,8,1,1,10.2,16.2,4.0,2.0,4.2,8.8,1.2,0.2,0.40476190476190477,0.5192307692307693,1.0,0.23809523809523808,0.5,0.9545454545454546,0.37606837606837606,0.75,1.0,0.0,0.0,0.3333333333333333,51.0,289.0,25.0,70.66666666666667,41.666666666666664,88.0,0.3333333333333333,0.3333333333333333,11.0,52.333333333333336,4.0,7.666666666666667,10.0,10.666666666666666,21.333333333333332,63.666666666666664,3.3333333333333335,6.666666666666667,0.3333333333333333,0.3333333333333333,5.0,8.358052434456928,2.1999999999999997,0.7999999999999999,2.0,4.266666666666667,0.6666666666666666,0.06666666666666667
UFC Fight Night: Miocic vs Maldonado,Stipe Miocic - Fabio Maldonado,Stipe Miocic,Heavyweight,W,1,8 of 14,11 of 18,0 of 0,0,0,0:04,6 of 12,0 of 0,2 of 2,5 of 10,0 of 0,3 of 4,KO/TKO,"Time:
        
        0:35","Round:
        
        1","Time format:
        
        5 Rnd (5-5-5-5-5)",Mario Yamasaki,12,1,4.0,4,35,8,14,11,18,0,0,6,12,0,0,2,2,5,10,0,0,3,4,13.714285714285714,18.857142857142858,10.285714285714285,0.0,3.4285714285714284,8.571428571428571,0.0,5.142857142857142,0.5714285714285714,0.6111111111111112,0.0,0.5,0.0,1.0,0.5,0.0,0.75,0.6,0.0,0.0,235.4,144.6,48.2,86.6,101.0,146.8,1.4,5.2,41.8,80.0,3.2,3.4,3.2,3.2,28.8,59.8,5.6,10.4,13.8,16.4,18.304187814846497,37.67311852485505,15.845060355479518,0.8948502994011978,1.5642771599657828,10.224199220606407,1.5889288090485696,6.4910597851915215
UFC Fight Night: Miocic vs Maldonado,Stipe Miocic - Fabio Maldonado,Fabio Maldonado,Heavyweight,L,0,2 of 8,2 of 8,0 of 0,0,0,0:00,2 of 7,0 of 1,0 of 0,2 of 8,0 of 0,0 of 0,KO/TKO,"Time:
        
        0:35","Round:
        
        1","Time format:
        
        5 Rnd (5-5-5-5-5)",Mario Yamasaki,3,0,1.0,0,35,2,8,2,8,0,0,2,7,0,1,0,0,2,8,0,0,0,0,3.4285714285714284,3.4285714285714284,3.4285714285714284,0.0,0.0,3.4285714285714284,0.0,0.0,0.25,0.25,0.0,0.2857142857142857,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,68.75,220.25,30.75,60.5,54.75,88.75,0.25,0.25,18.75,42.0,11.75,18.0,0.25,0.5,18.75,43.5,6.5,10.0,5.5,7.0,7.214459930313589,12.519337979094077,4.7266550522648085,2.4378048780487807,0.05,4.562020905923345,1.3109756097560976,1.3414634146341464
UFC Fight Night: Miocic vs Maldonado,Marcos Rogerio de Lima - Richardson Moreira,Marcos Rogerio de Lima,Heavyweight,W,1,7 of 10,7 of 10,0 of 0,0,0,0:03,3 of 5,4 of 5,0 of 0,1 of 2,4 of 5,2 of 3,KO/TKO,"Time:
        
        0:20","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Wernei Cardoso,17,1,3.0,3,20,7,10,7,10,0,0,3,5,4,5,0,0,1,2,4,5,2,3,21.0,21.0,9.0,12.0,0.0,3.0,12.0,6.0,0.7,0.7,0.0,0.6,0.8,0.0,0.5,0.8,0.6666666666666666,0.6,0.6,0.2,72.0,126.0,12.2,17.6,28.0,35.0,0.0,0.0,8.2,13.2,1.6,2.0,2.4,2.4,4.2,7.8,2.8,3.0,5.2,6.8,8.041474114856985,13.566019455381252,4.3546554459617255,2.725853948656949,0.9609647202383087,2.1148617982885645,3.5649316442995107,2.361680672268908
UFC Fight Night: Miocic vs Maldonado,Marcos Rogerio de Lima - Richardson Moreira,Richardson Moreira,Heavyweight,L,0,3 of 4,4 of 5,0 of 0,0,0,0:00,1 of 2,2 of 2,0 of 0,0 of 0,3 of 4,0 of 0,KO/TKO,"Time:
        
        0:20","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Wernei Cardoso,1,0,0.0,0,20,3,4,4,5,0,0,1,2,2,2,0,0,0,0,3,4,0,0,9.0,12.0,3.0,6.0,0.0,0.0,9.0,0.0,0.75,0.8,0.0,0.5,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5,79.0,160.0,9.0,31.5,17.5,40.5,0.0,3.0,6.5,27.0,1.5,3.5,1.0,1.0,6.0,24.5,3.0,4.0,0.0,3.0,6.0,9.1,2.7,3.1,0.2,1.2,4.8,0.0
UFC Fight Night: Miocic vs Maldonado,Vitor Miranda - Antonio Carlos Junior,Vitor Miranda,Heavyweight,L,0,21 of 47,103 of 136,0 of 1,0,0,2:00,4 of 15,4 of 11,13 of 21,15 of 41,0 of 0,6 of 6,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,6,0,3.0,120,300,21,47,103,136,0,1,4,15,4,11,13,21,15,41,0,0,6,6,4.2,20.6,0.8,0.8,2.6,3.0,0.0,1.2,0.44680851063829785,0.7573529411764706,0.0,0.26666666666666666,0.36363636363636365,0.6190476190476191,0.36585365853658536,0.0,1.0,0.0,0.0,0.0,68.4,225.2,33.0,61.2,65.4,95.8,0.4,0.8,21.8,41.2,3.8,9.6,7.4,10.4,15.4,40.8,6.2,6.6,11.4,13.8,14.810986833749629,24.666427331611704,11.318865416366792,1.599962745015029,1.8921586723678083,6.1454248338343005,4.624043012573557,4.041518987341772
UFC Fight Night: Miocic vs Maldonado,Vitor Miranda - Antonio Carlos Junior,Antonio Carlos Junior,Heavyweight,W,0,19 of 70,33 of 85,5 of 6,1,0,8:31,12 of 61,3 of 4,4 of 5,9 of 48,5 of 7,5 of 15,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,11,1,3.0,511,300,19,70,33,85,5,6,12,61,3,4,4,5,9,48,5,7,5,15,3.8,6.6,2.4,0.6,0.8,1.8,1.0,1.0,0.2714285714285714,0.38823529411764707,0.8333333333333334,0.19672131147540983,0.75,0.8,0.1875,0.7142857142857143,0.3333333333333333,0.0,0.8,0.2,380.0,251.8,27.2,59.8,53.8,93.0,3.8,7.8,18.6,48.4,6.6,9.0,2.0,2.4,16.0,44.6,3.2,4.2,8.0,11.0,8.440509328216908,15.61647471661912,5.726668097245715,2.136603847416122,0.577237383555073,5.515165736790285,0.8318858397919768,2.093457751634647
UFC Fight Night: Miocic vs Maldonado,Marcio Alexandre Junior - Warlley Alves,Marcio Alexandre Junior,Middleweight,L,0,8 of 21,22 of 36,0 of 1,0,0,0:05,1 of 11,7 of 10,0 of 0,2 of 15,6 of 6,0 of 0,Submission,"Time:
        
        0:25","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki,2,0,0.0,5,25,8,21,22,36,0,1,1,11,7,10,0,0,2,15,6,6,0,0,19.2,52.8,2.4,16.8,0.0,4.8,14.399999999999999,0.0,0.38095238095238093,0.6111111111111112,0.0,0.09090909090909091,0.7,0.0,0.13333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,38.666666666666664,208.33333333333334,22.333333333333332,49.666666666666664,36.666666666666664,66.0,0.3333333333333333,1.6666666666666667,12.0,35.666666666666664,8.333333333333334,11.666666666666666,2.0,2.3333333333333335,16.666666666666668,43.0,3.0,3.3333333333333335,2.6666666666666665,3.3333333333333335,10.333333333333334,23.46666666666667,3.1333333333333333,6.800000000000001,0.4000000000000001,4.8,4.999999999999999,0.5333333333333333
UFC Fight Night: Miocic vs Maldonado,Marcio Alexandre Junior - Warlley Alves,Warlley Alves,Middleweight,W,1,19 of 39,44 of 67,2 of 3,1,0,7:38,12 of 29,4 of 6,3 of 4,7 of 15,3 of 8,9 of 16,Submission,"Time:
        
        0:25","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki,15,1,4.0,458,25,19,39,44,67,2,3,12,29,4,6,3,4,7,15,3,8,9,16,45.6,105.6,28.799999999999997,9.6,7.199999999999999,16.8,7.199999999999999,21.599999999999998,0.48717948717948717,0.6567164179104478,0.6666666666666666,0.41379310344827586,0.6666666666666666,0.75,0.4666666666666667,0.375,0.5625,0.2,1.0,0.0,214.2,192.4,32.8,64.6,40.4,73.4,1.0,1.8,22.6,52.2,7.8,9.6,2.4,2.8,24.4,50.8,3.8,6.6,4.6,7.2,15.251818771425926,27.818671361067356,9.87027888446215,3.450769943481886,1.9307699434818861,8.25277494672473,2.103426294820717,4.895617529880478
UFC Fight Night: Miocic vs Maldonado,Paulo Thiago - Gasan Umalatov,Paulo Thiago,Welterweight,L,0,42 of 110,48 of 119,1 of 7,0,0,0:54,23 of 86,13 of 18,6 of 6,27 of 92,15 of 18,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Wernei Cardoso,1,0,0.0,54,300,42,110,48,119,1,7,23,86,13,18,6,6,27,92,15,18,0,0,8.4,9.6,4.6,2.6,1.2,5.4,3.0,0.0,0.38181818181818183,0.40336134453781514,0.14285714285714285,0.26744186046511625,0.7222222222222222,1.0,0.29347826086956524,0.8333333333333334,0.0,0.0,0.0,0.5,106.5,300.0,39.0,110.5,47.0,121.0,0.5,7.0,24.0,90.5,11.0,16.0,4.0,4.0,29.5,99.0,9.5,11.5,0.0,0.0,7.800000000000001,9.399999999999999,4.8,2.2,0.8,5.9,1.9,0.0
UFC Fight Night: Miocic vs Maldonado,Paulo Thiago - Gasan Umalatov,Gasan Umalatov,Welterweight,W,0,24 of 62,46 of 85,1 of 7,0,0,4:00,15 of 45,3 of 9,6 of 8,21 of 58,3 of 4,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Wernei Cardoso,2,1,1.0,240,300,24,62,46,85,1,7,15,45,3,9,6,8,21,58,3,4,0,0,4.8,9.2,3.0,0.6,1.2,4.2,0.6,0.0,0.3870967741935484,0.5411764705882353,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.75,0.3620689655172414,0.75,0.0,0.0,0.0,0.0,96.33333333333333,300.0,33.333333333333336,87.0,46.666666666666664,102.66666666666667,0.3333333333333333,3.0,23.666666666666668,71.0,4.0,9.0,5.666666666666667,7.0,30.0,80.0,3.3333333333333335,6.0,0.0,1.0,6.666666666666667,9.333333333333334,4.733333333333333,0.7999999999999999,1.1333333333333333,6.0,0.6666666666666666,0.0
UFC Fight Night: Miocic vs Maldonado,Ricardo Abreu - Wagner Silva,Ricardo Abreu,Middleweight,W,2,33 of 101,43 of 111,0 of 0,1,0,1:15,27 of 93,5 of 7,1 of 1,20 of 83,4 of 6,9 of 12,Submission,"Time:
        
        1:06","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Osiris Maia,1,1,1.0,75,66,33,101,43,111,0,0,27,93,5,7,1,1,20,83,4,6,9,12,29.999999999999996,39.090909090909086,24.545454545454543,4.545454545454545,0.9090909090909091,18.18181818181818,3.6363636363636362,8.181818181818182,0.32673267326732675,0.38738738738738737,0.0,0.2903225806451613,0.7142857142857143,1.0,0.24096385542168675,0.6666666666666666,0.75,1.0,0.5,0.0,130.5,183.0,40.0,126.0,56.0,142.5,1.5,3.5,32.5,114.5,5.0,7.0,2.5,4.5,29.0,108.0,6.5,12.0,4.5,6.0,19.7,26.445454545454545,16.07272727272727,2.7727272727272725,0.8545454545454545,12.89090909090909,2.7181818181818183,4.090909090909091
UFC Fight Night: Miocic vs Maldonado,Ricardo Abreu - Wagner Silva,Wagner Silva,Middleweight,L,0,17 of 52,20 of 56,0 of 1,0,0,0:00,6 of 39,2 of 3,9 of 10,17 of 52,0 of 0,0 of 0,Submission,"Time:
        
        1:06","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Osiris Maia,1,0,0.0,0,66,17,52,20,56,0,1,6,39,2,3,9,10,17,52,0,0,0,0,15.454545454545453,18.18181818181818,5.454545454545454,1.8181818181818181,8.181818181818182,15.454545454545453,0.0,0.0,0.3269230769230769,0.35714285714285715,0.0,0.15384615384615385,0.6666666666666666,0.9,0.3269230769230769,0.0,0.0,0.0,0.0,0.0,1.0,136.0,16.5,55.5,21.5,61.0,0.0,0.5,7.0,42.5,3.0,6.0,6.5,7.0,15.0,54.0,1.0,1.0,0.5,0.5,10.057369814651368,12.440423654015886,3.8923212709620474,1.4916151809355693,4.673433362753751,9.620476610767872,0.29126213592233013,0.14563106796116507
UFC Fight Night: Miocic vs Maldonado,Demian Maia - Alexander Yakovlev,Demian Maia,Welterweight,W,1,29 of 73,83 of 128,2 of 3,0,0,8:08,27 of 70,2 of 2,0 of 1,4 of 34,0 of 0,25 of 39,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,14,1,5.0,488,300,29,73,83,128,2,3,27,70,2,2,0,1,4,34,0,0,25,39,5.8,16.6,5.4,0.4,0.0,0.8,0.0,5.0,0.3972602739726027,0.6484375,0.6666666666666666,0.38571428571428573,1.0,0.0,0.11764705882352941,0.0,0.6410256410256411,0.2,1.2,0.2,628.8,268.6,28.4,47.4,99.8,131.2,2.8,7.4,26.8,45.6,1.4,1.4,0.2,0.4,4.2,16.0,0.8,0.8,23.4,30.6,6.139744271861323,22.016497039388998,5.819744271861324,0.27999999999999997,0.04,0.8485608856088561,0.16,5.131183386252467
UFC Fight Night: Miocic vs Maldonado,Demian Maia - Alexander Yakovlev,Alexander Yakovlev,Welterweight,L,0,22 of 43,24 of 45,1 of 2,0,1,1:28,8 of 20,1 of 3,13 of 20,20 of 39,1 of 2,1 of 2,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,8,0,2.0,88,300,22,43,24,45,1,2,8,20,1,3,13,20,20,39,1,2,1,2,4.4,4.8,1.6,0.2,2.6,4.0,0.2,0.2,0.5116279069767442,0.5333333333333333,0.5,0.4,0.3333333333333333,0.65,0.5128205128205128,0.5,0.5,0.4,0.0,0.2,53.4,287.8,24.0,51.0,28.4,56.4,1.0,3.6,11.8,34.8,6.4,8.8,5.8,7.4,18.2,43.0,3.2,4.6,2.6,3.4,4.953138075313808,5.853556485355648,2.4110460251046026,1.3310460251046026,1.2110460251046025,3.7216736401673645,0.6706276150627615,0.5608368200836821
UFC Fight Night: Miocic vs Maldonado,Pedro Munhoz - Matt Hobar,Pedro Munhoz,Bantamweight,W,0,24 of 43,27 of 46,2 of 2,1,0,0:31,23 of 39,1 of 4,0 of 0,16 of 35,2 of 2,6 of 6,KO/TKO,"Time:
        
        2:47","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki,18,1,4.0,31,167,24,43,27,46,2,2,23,39,1,4,0,0,16,35,2,2,6,6,8.622754491017965,9.70059880239521,8.263473053892216,0.3592814371257485,0.0,5.748502994011976,0.718562874251497,2.155688622754491,0.5581395348837209,0.5869565217391305,1.0,0.5897435897435898,0.25,0.0,0.45714285714285713,1.0,1.0,0.0,0.8,0.0,43.0,202.0,39.4,96.2,41.6,98.4,1.2,5.0,22.8,66.0,6.8,16.0,9.8,14.2,35.0,89.4,2.8,5.0,1.6,1.8,11.198790028638374,11.734358890913825,6.559216349908877,1.8748454178599325,2.7647282608695654,10.063939729237179,0.6237125748502994,0.5111377245508982
UFC Fight Night: Miocic vs Maldonado,Pedro Munhoz - Matt Hobar,Matt Hobar,Bantamweight,L,0,7 of 27,7 of 27,0 of 0,0,0,0:16,2 of 21,1 of 2,4 of 4,5 of 25,2 of 2,0 of 0,KO/TKO,"Time:
        
        2:47","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mario Yamasaki,2,0,1.0,16,167,7,27,7,27,0,0,2,21,1,2,4,4,5,25,2,2,0,0,2.51497005988024,2.51497005988024,0.718562874251497,0.3592814371257485,1.437125748502994,1.7964071856287427,0.718562874251497,0.0,0.25925925925925924,0.25925925925925924,0.0,0.09523809523809523,0.5,1.0,0.2,1.0,0.0,0.3333333333333333,0.0,0.0,350.3333333333333,255.66666666666666,35.333333333333336,83.66666666666667,60.333333333333336,113.66666666666667,2.6666666666666665,6.0,25.0,68.33333333333333,6.666666666666667,10.666666666666666,3.6666666666666665,4.666666666666667,12.333333333333334,48.0,9.0,11.333333333333334,14.0,24.333333333333332,7.438323353293413,12.438323353293413,5.106187624750499,1.386427145708583,0.9457085828343313,2.7321357285429144,1.9061876247504992,2.8000000000000003
UFC Fight Night: Miocic vs Maldonado,Rodrigo Damm - Rashid Magomedov,Rodrigo Damm,Lightweight,L,0,37 of 104,42 of 117,0 of 4,0,0,1:48,14 of 71,2 of 11,21 of 22,32 of 96,5 of 8,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,2,0,0.0,108,300,37,104,42,117,0,4,14,71,2,11,21,22,32,96,5,8,0,0,7.4,8.4,2.8,0.4,4.2,6.4,1.0,0.0,0.3557692307692308,0.358974358974359,0.0,0.19718309859154928,0.18181818181818182,0.9545454545454546,0.3333333333333333,0.625,0.0,0.0,0.0,0.0,39.333333333333336,248.66666666666666,47.0,144.66666666666666,48.666666666666664,149.0,0.0,3.0,34.0,126.0,5.0,9.666666666666666,8.0,9.0,45.0,141.66666666666666,2.0,3.0,0.0,0.0,13.408219178082192,13.741552511415525,10.386301369863014,1.3515981735159819,1.6703196347031966,13.008219178082193,0.39999999999999997,0.0
UFC Fight Night: Miocic vs Maldonado,Rodrigo Damm - Rashid Magomedov,Rashid Magomedov,Lightweight,W,1,63 of 161,66 of 164,0 of 0,0,0,0:42,26 of 93,19 of 42,18 of 26,56 of 151,2 of 3,5 of 7,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,4,1,4.0,42,300,63,161,66,164,0,0,26,93,19,42,18,26,56,151,2,3,5,7,12.6,13.2,5.2,3.8,3.6,11.2,0.4,1.0,0.391304347826087,0.4024390243902439,0.0,0.27956989247311825,0.4523809523809524,0.6923076923076923,0.3708609271523179,0.6666666666666666,0.7142857142857143,1.0,0.0,0.0,67.0,299.4,70.0,146.8,85.8,165.4,0.8,1.4,40.8,101.6,18.8,31.8,10.4,13.4,58.6,130.6,7.2,9.8,4.2,6.4,14.036767676767676,17.20121212121212,8.1810101010101,3.7676767676767673,2.088080808080808,11.749090909090908,1.4440404040404042,0.8436363636363635
UFC Fight Night: Miocic vs Maldonado,Elias Silverio - Ernest Chavez,Elias Silverio,Lightweight,W,0,65 of 172,65 of 172,1 of 1,1,0,0:38,39 of 124,13 of 29,13 of 19,55 of 155,10 of 17,0 of 0,Submission,"Time:
        
        4:21","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Osiris Maia,2,1,1.0,38,261,65,172,65,172,1,1,39,124,13,29,13,19,55,155,10,17,0,0,14.942528735632186,14.942528735632186,8.965517241379311,2.988505747126437,2.988505747126437,12.643678160919542,2.298850574712644,0.0,0.37790697674418605,0.37790697674418605,1.0,0.31451612903225806,0.4482758620689655,0.6842105263157895,0.3548387096774194,0.5882352941176471,0.0,0.0,0.3333333333333333,0.0,151.66666666666666,286.0,47.666666666666664,110.0,57.333333333333336,125.0,1.0,5.0,20.333333333333332,68.0,13.0,23.0,14.333333333333334,19.0,41.666666666666664,100.66666666666667,5.0,8.0,1.0,1.3333333333333333,10.218553349587834,12.152560083594567,4.463926622547312,2.740949727156624,3.0136769998838964,8.916916289330082,1.10163706025775,0.19999999999999998
UFC Fight Night: Miocic vs Maldonado,Elias Silverio - Ernest Chavez,Ernest Chavez,Lightweight,L,0,54 of 139,61 of 146,0 of 4,0,0,2:36,29 of 103,11 of 21,14 of 15,46 of 126,8 of 13,0 of 0,Submission,"Time:
        
        4:21","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Osiris Maia,1,0,0.0,156,261,54,139,61,146,0,4,29,103,11,21,14,15,46,126,8,13,0,0,12.413793103448278,14.022988505747128,6.666666666666667,2.528735632183908,3.218390804597701,10.574712643678161,1.8390804597701151,0.0,0.38848920863309355,0.4178082191780822,0.0,0.2815533980582524,0.5238095238095238,0.9333333333333333,0.36507936507936506,0.6153846153846154,0.0,0.0,0.0,0.0,78.0,261.0,33.0,84.5,36.5,88.0,0.0,2.0,19.0,63.5,5.5,11.0,8.5,10.0,29.0,78.0,4.0,6.5,0.0,0.0,7.586206896551725,8.39080459770115,4.367816091954023,1.264367816091954,1.9540229885057472,6.666666666666667,0.9195402298850576,0.0
UFC Fight Night: Miocic vs Maldonado,Edimilson Souza - Mark Eddiva,Edimilson Souza,Featherweight,W,0,79 of 170,79 of 172,0 of 0,0,0,0:00,65 of 149,14 of 21,0 of 0,72 of 160,7 of 10,0 of 0,KO/TKO,"Time:
        
        4:52","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,2,1,2.0,0,292,79,170,79,172,0,0,65,149,14,21,0,0,72,160,7,10,0,0,16.232876712328768,16.232876712328768,13.356164383561644,2.8767123287671237,0.0,14.794520547945206,1.4383561643835618,0.0,0.4647058823529412,0.45930232558139533,0.0,0.436241610738255,0.6666666666666666,0.0,0.45,0.7,0.0,0.6666666666666666,0.0,0.0,43.333333333333336,166.33333333333334,34.333333333333336,70.66666666666667,36.0,73.0,0.0,0.0,28.666666666666668,62.333333333333336,5.666666666666667,8.333333333333334,0.0,0.0,27.333333333333332,60.0,2.3333333333333335,3.3333333333333335,4.666666666666667,7.333333333333333,9.785722071976204,10.647791037493446,8.262210156400046,1.5235119155761574,0.0,6.845110487056637,0.47945205479452063,2.4611595301250477
UFC Fight Night: Miocic vs Maldonado,Edimilson Souza - Mark Eddiva,Mark Eddiva,Featherweight,L,0,54 of 131,57 of 135,0 of 2,0,0,1:48,22 of 91,4 of 7,28 of 33,47 of 121,2 of 3,5 of 7,KO/TKO,"Time:
        
        4:52","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,2,0,0.0,108,292,54,131,57,135,0,2,22,91,4,7,28,33,47,121,2,3,5,7,11.095890410958905,11.712328767123289,4.52054794520548,0.8219178082191781,5.753424657534247,9.657534246575343,0.4109589041095891,1.0273972602739727,0.4122137404580153,0.4222222222222222,0.0,0.24175824175824176,0.5714285714285714,0.8484848484848485,0.3884297520661157,0.6666666666666666,0.7142857142857143,0.0,0.0,0.0,50.666666666666664,225.33333333333334,30.0,72.0,33.333333333333336,76.33333333333333,0.0,2.6666666666666665,9.333333333333334,45.333333333333336,5.666666666666667,7.666666666666667,15.0,19.0,23.333333333333332,63.666666666666664,5.0,6.0,1.6666666666666667,2.3333333333333335,6.784344422700587,7.970776255707762,2.0782778864970646,1.4834964122635357,3.222570123939987,5.4382257012394,1.0036529680365296,0.34246575342465757
