Event,Fight,Fighter,Weight Class,Winner,KD,Sig. Str.,Total Str.,TD,Sub. Att,Reversal,Control Time,Head,Body,Leg,Distance,Clinch,Ground,Method,Fight_lenght,Rounds,Format,Referee
UFC Fight Night: Kattar vs. Emmett,Julian Marquez - Gregory Rodrigues,Julian Marquez,Middleweight Bout,L,0,13 of 42,13 of 42,0 of 0,0,0,0:00,8 of 36,0 of 1,5 of 5,13 of 36,0 of 6,0 of 0,KO/TKO,"Time:
        
        3:18","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mike Beltran
UFC Fight Night: Kattar vs. Emmett,Julian Marquez - Gregory Rodrigues,Gregory Rodrigues,Middleweight Bout,W,3,49 of 72,50 of 74,0 of 0,0,0,0:52,46 of 67,3 of 5,0 of 0,33 of 49,3 of 6,13 of 17,KO/TKO,"Time:
        
        3:18","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mike Beltran
UFC Fight Night: Kattar vs. Emmett,Phil Hawes - Deron Winn,Phil Hawes,Middleweight Bout,W,1,118 of 175,126 of 191,1 of 3,0,0,0:47,99 of 152,17 of 21,2 of 2,89 of 138,14 of 18,15 of 19,KO/TKO,"Time:
        
        4:25","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC Fight Night: Kattar vs. Emmett,Phil Hawes - Deron Winn,Deron Winn,Middleweight Bout,L,0,32 of 111,34 of 114,0 of 0,0,0,0:00,24 of 101,4 of 6,4 of 4,29 of 100,3 of 11,0 of 0,KO/TKO,"Time:
        
        4:25","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC Fight Night: Kattar vs. Emmett,Calvin Kattar - Josh Emmett,Calvin Kattar,Featherweight Bout,L,0,130 of 375,131 of 376,0 of 0,0,0,0:00,114 of 351,15 of 23,1 of 1,130 of 375,0 of 0,0 of 0,Decision - Split,"Time:
        
        5:00","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Herb Dean
UFC Fight Night: Kattar vs. Emmett,Calvin Kattar - Josh Emmett,Josh Emmett,Featherweight Bout,W,0,107 of 332,107 of 332,0 of 4,0,0,0:04,73 of 286,26 of 37,8 of 9,106 of 330,1 of 2,0 of 0,Decision - Split,"Time:
        
        5:00","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Herb Dean
UFC Fight Night: Kattar vs. Emmett,Joaquin Buckley - Albert Duraev,Joaquin Buckley,Middleweight Bout,W,2,27 of 105,30 of 108,0 of 0,0,0,0:22,15 of 80,11 of 24,1 of 1,23 of 98,3 of 6,1 of 1,TKO - Doctor's Stoppage,"Time:
        
        5:00","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Jacob Montalvo
UFC Fight Night: Kattar vs. Emmett,Joaquin Buckley - Albert Duraev,Albert Duraev,Middleweight Bout,L,0,10 of 50,17 of 60,2 of 9,0,0,1:48,3 of 38,3 of 6,4 of 6,9 of 49,1 of 1,0 of 0,TKO - Doctor's Stoppage,"Time:
        
        5:00","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Jacob Montalvo
UFC Fight Night: Kattar vs. Emmett,Tim Means - Kevin Holland,Tim Means,Welterweight Bout,L,0,21 of 46,25 of 52,2 of 5,0,0,1:30,8 of 25,11 of 17,2 of 4,20 of 45,1 of 1,0 of 0,Submission,"Time:
        
        1:28","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Kerry Hatley
UFC Fight Night: Kattar vs. Emmett,Tim Means - Kevin Holland,Kevin Holland,Welterweight Bout,W,0,36 of 90,53 of 109,0 of 1,1,0,0:09,26 of 71,3 of 9,7 of 10,33 of 85,3 of 5,0 of 0,Submission,"Time:
        
        1:28","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Kerry Hatley
UFC 275: Teixeira vs. Prochazka,Ramona Pascual - Joselyne Edwards,Ramona Pascual,Women's Featherweight Bout,L,0,63 of 109,65 of 113,1 of 11,0,0,1:02,23 of 63,20 of 24,20 of 22,44 of 86,19 of 23,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",John Sharp
UFC 275: Teixeira vs. Prochazka,Ramona Pascual - Joselyne Edwards,Joselyne Edwards,Women's Featherweight Bout,W,0,164 of 268,175 of 280,0 of 3,0,0,0:52,22 of 83,65 of 98,77 of 87,152 of 251,12 of 17,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",John Sharp
UFC 275: Teixeira vs. Prochazka,SeungWoo Choi - Josh Culibao,SeungWoo Choi,Featherweight Bout,L,0,46 of 163,64 of 184,1 of 2,0,0,2:30,29 of 137,6 of 14,11 of 12,39 of 147,4 of 10,3 of 6,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Steve Perceval
UFC 275: Teixeira vs. Prochazka,SeungWoo Choi - Josh Culibao,Josh Culibao,Featherweight Bout,W,2,51 of 111,69 of 132,0 of 0,0,0,0:58,40 of 97,7 of 9,4 of 5,40 of 95,6 of 8,5 of 8,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Steve Perceval
UFC 275: Teixeira vs. Prochazka,Glover Teixeira - Jiri Prochazka,Glover Teixeira,UFC Light Heavyweight Title Bout,L,0,111 of 161,159 of 212,5 of 17,1,2,9:47,98 of 145,12 of 15,1 of 1,45 of 86,6 of 7,60 of 68,Submission,"Time:
        
        4:32","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Marc Goddard
UFC 275: Teixeira vs. Prochazka,Glover Teixeira - Jiri Prochazka,Jiri Prochazka,UFC Light Heavyweight Title Bout,W,0,120 of 205,157 of 245,0 of 0,1,4,4:29,106 of 190,12 of 13,2 of 2,76 of 142,8 of 11,36 of 52,Submission,"Time:
        
        4:32","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Marc Goddard
UFC 275: Teixeira vs. Prochazka,Andre Fialho - Jake Matthews,Andre Fialho,Welterweight Bout,L,0,18 of 51,19 of 52,0 of 0,0,0,0:00,13 of 44,1 of 3,4 of 4,18 of 49,0 of 0,0 of 2,KO/TKO,"Time:
        
        2:24","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog
UFC 275: Teixeira vs. Prochazka,Andre Fialho - Jake Matthews,Jake Matthews,Welterweight Bout,W,1,47 of 89,47 of 89,0 of 0,0,0,0:00,35 of 75,4 of 4,8 of 10,44 of 86,1 of 1,2 of 2,KO/TKO,"Time:
        
        2:24","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog
UFC 275: Teixeira vs. Prochazka,Jack Della Maddalena - Ramazan Emeev,Jack Della Maddalena,Welterweight Bout,W,1,18 of 36,18 of 36,0 of 0,0,0,0:03,11 of 26,7 of 10,0 of 0,11 of 29,3 of 3,4 of 4,KO/TKO,"Time:
        
        2:32","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",John Sharp
UFC 275: Teixeira vs. Prochazka,Jack Della Maddalena - Ramazan Emeev,Ramazan Emeev,Welterweight Bout,L,0,7 of 24,7 of 24,1 of 2,1,0,0:25,6 of 22,1 of 2,0 of 0,7 of 24,0 of 0,0 of 0,KO/TKO,"Time:
        
        2:32","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",John Sharp
UFC 275: Teixeira vs. Prochazka,Valentina Shevchenko - Taila Santos,Valentina Shevchenko,UFC Women's Flyweight Title Bout,W,0,77 of 139,234 of 309,3 of 5,1,0,4:15,46 of 100,12 of 18,19 of 21,65 of 123,7 of 10,5 of 6,Decision - Split,"Time:
        
        5:00","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Jason Herzog
UFC 275: Teixeira vs. Prochazka,Valentina Shevchenko - Taila Santos,Taila Santos,UFC Women's Flyweight Title Bout,L,0,55 of 102,128 of 180,3 of 3,3,2,8:49,18 of 58,11 of 15,26 of 29,45 of 89,4 of 5,6 of 8,Decision - Split,"Time:
        
        5:00","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Jason Herzog
UFC 275: Teixeira vs. Prochazka,Maheshate - Steve Garcia,Maheshate,Lightweight Bout,W,2,7 of 10,7 of 10,0 of 0,0,0,0:01,6 of 8,1 of 2,0 of 0,7 of 10,0 of 0,0 of 0,KO/TKO,"Time:
        
        1:14","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC 275: Teixeira vs. Prochazka,Maheshate - Steve Garcia,Steve Garcia,Lightweight Bout,L,0,7 of 19,9 of 21,0 of 0,0,0,0:35,7 of 15,0 of 4,0 of 0,4 of 15,0 of 1,3 of 3,KO/TKO,"Time:
        
        1:14","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC 275: Teixeira vs. Prochazka,Brendan Allen - Jacob Malkoun,Brendan Allen,Middleweight Bout,W,0,45 of 74,89 of 122,2 of 2,0,2,3:24,36 of 62,2 of 4,7 of 8,28 of 55,0 of 1,17 of 18,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog
UFC 275: Teixeira vs. Prochazka,Brendan Allen - Jacob Malkoun,Jacob Malkoun,Middleweight Bout,L,0,33 of 55,66 of 96,7 of 14,0,0,7:09,29 of 50,3 of 4,1 of 1,29 of 48,1 of 1,3 of 6,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog
UFC 275: Teixeira vs. Prochazka,Kyung Ho Kang - Batgerel Danaa,Kyung Ho Kang,Bantamweight Bout,W,0,100 of 155,100 of 155,0 of 2,0,0,0:00,82 of 134,2 of 4,16 of 17,99 of 153,1 of 2,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Thomas Fan
UFC 275: Teixeira vs. Prochazka,Kyung Ho Kang - Batgerel Danaa,Batgerel Danaa,Bantamweight Bout,L,0,109 of 284,110 of 286,0 of 1,0,0,0:03,68 of 223,19 of 36,22 of 25,103 of 276,5 of 7,1 of 1,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Thomas Fan
UFC 275: Teixeira vs. Prochazka,Zhang Weili - Joanna Jedrzejczyk,Zhang Weili,Women's Strawweight Bout,W,1,69 of 102,94 of 130,3 of 6,0,0,2:51,52 of 80,12 of 15,5 of 7,29 of 59,5 of 5,35 of 38,KO/TKO,"Time:
        
        2:28","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC 275: Teixeira vs. Prochazka,Zhang Weili - Joanna Jedrzejczyk,Joanna Jedrzejczyk,Women's Strawweight Bout,L,0,43 of 85,44 of 86,0 of 0,0,0,0:00,20 of 56,9 of 9,14 of 20,39 of 81,4 of 4,0 of 0,KO/TKO,"Time:
        
        2:28","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC 275: Teixeira vs. Prochazka,Liang Na - Silvana Gomez Juarez,Liang Na,Women's Strawweight Bout,L,0,4 of 17,4 of 17,0 of 2,0,0,0:09,4 of 17,0 of 0,0 of 0,4 of 17,0 of 0,0 of 0,KO/TKO,"Time:
        
        1:22","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Steve Perceval
UFC 275: Teixeira vs. Prochazka,Liang Na - Silvana Gomez Juarez,Silvana Gomez Juarez,Women's Strawweight Bout,W,1,8 of 12,10 of 14,0 of 0,0,0,0:00,8 of 12,0 of 0,0 of 0,6 of 9,2 of 3,0 of 0,KO/TKO,"Time:
        
        1:22","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Steve Perceval
UFC Fight Night: Volkov vs. Rozenstruik,Rinat Fakhretdinov - Andreas Michailidis,Rinat Fakhretdinov,Welterweight Bout,W,0,45 of 61,106 of 130,5 of 10,0,0,13:00,27 of 41,10 of 11,8 of 9,10 of 20,18 of 22,17 of 19,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mark Smith
UFC Fight Night: Volkov vs. Rozenstruik,Rinat Fakhretdinov - Andreas Michailidis,Andreas Michailidis,Welterweight Bout,L,0,18 of 33,48 of 65,0 of 2,0,1,0:39,7 of 22,5 of 5,6 of 6,9 of 22,7 of 9,2 of 2,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mark Smith
UFC Fight Night: Volkov vs. Rozenstruik,Niklas Stolze - Benoit Saint Denis,Niklas Stolze,Lightweight Bout,L,0,11 of 14,20 of 23,0 of 0,1,0,0:00,3 of 5,5 of 5,3 of 4,6 of 9,4 of 4,1 of 1,Submission,"Time:
        
        1:32","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Mark Smith
UFC Fight Night: Volkov vs. Rozenstruik,Niklas Stolze - Benoit Saint Denis,Benoit Saint Denis,Lightweight Bout,W,0,8 of 10,41 of 48,3 of 5,2,0,5:44,4 of 5,3 of 4,1 of 1,4 of 6,2 of 2,2 of 2,Submission,"Time:
        
        1:32","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Mark Smith
UFC Fight Night: Volkov vs. Rozenstruik,Alonzo Menifield - Askar Mozharov,Alonzo Menifield,Light Heavyweight Bout,W,0,19 of 22,55 of 59,2 of 3,0,0,4:19,18 of 21,1 of 1,0 of 0,3 of 6,0 of 0,16 of 16,KO/TKO,"Time:
        
        4:40","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC Fight Night: Volkov vs. Rozenstruik,Alonzo Menifield - Askar Mozharov,Askar Mozharov,Light Heavyweight Bout,L,0,2 of 11,11 of 20,0 of 0,0,0,0:00,1 of 9,1 of 2,0 of 0,2 of 11,0 of 0,0 of 0,KO/TKO,"Time:
        
        4:40","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC Fight Night: Volkov vs. Rozenstruik,Damon Jackson - Dan Argueta,Damon Jackson,Featherweight Bout,W,0,32 of 53,47 of 71,2 of 4,1,1,10:25,23 of 44,6 of 6,3 of 3,19 of 40,5 of 5,8 of 8,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC Fight Night: Volkov vs. Rozenstruik,Damon Jackson - Dan Argueta,Dan Argueta,Featherweight Bout,L,0,27 of 59,103 of 141,1 of 3,0,1,2:44,24 of 56,3 of 3,0 of 0,16 of 42,10 of 15,1 of 2,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC Fight Night: Volkov vs. Rozenstruik,Karine Silva - Poliana Botelho,Karine Silva,Women's Flyweight Bout,W,0,17 of 68,23 of 75,1 of 1,1,0,0:47,9 of 49,5 of 8,3 of 11,12 of 63,0 of 0,5 of 5,Submission,"Time:
        
        4:55","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC Fight Night: Volkov vs. Rozenstruik,Karine Silva - Poliana Botelho,Poliana Botelho,Women's Flyweight Bout,L,0,19 of 26,19 of 26,0 of 0,0,0,0:00,10 of 17,6 of 6,3 of 3,19 of 26,0 of 0,0 of 0,Submission,"Time:
        
        4:55","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC Fight Night: Volkov vs. Rozenstruik,Alexander Volkov - Jairzinho Rozenstruik,Alexander Volkov,Heavyweight Bout,W,0,21 of 37,21 of 37,0 of 0,0,0,0:00,10 of 26,5 of 5,6 of 6,21 of 37,0 of 0,0 of 0,KO/TKO,"Time:
        
        2:12","Round:
        
        1","Time format:
        
        5 Rnd (5-5-5-5-5)",Herb Dean
UFC Fight Night: Volkov vs. Rozenstruik,Alexander Volkov - Jairzinho Rozenstruik,Jairzinho Rozenstruik,Heavyweight Bout,L,0,6 of 18,6 of 18,0 of 0,0,0,0:00,3 of 15,0 of 0,3 of 3,6 of 18,0 of 0,0 of 0,KO/TKO,"Time:
        
        2:12","Round:
        
        1","Time format:
        
        5 Rnd (5-5-5-5-5)",Herb Dean
UFC Fight Night: Volkov vs. Rozenstruik,Erin Blanchfield - JJ Aldrich,Erin Blanchfield,Women's Flyweight Bout,W,0,48 of 100,68 of 121,0 of 4,1,0,0:56,29 of 76,11 of 11,8 of 13,46 of 96,2 of 4,0 of 0,Submission,"Time:
        
        2:38","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC Fight Night: Volkov vs. Rozenstruik,Erin Blanchfield - JJ Aldrich,JJ Aldrich,Women's Flyweight Bout,L,0,32 of 71,38 of 77,2 of 6,0,0,0:42,29 of 66,3 of 5,0 of 0,31 of 68,1 of 3,0 of 0,Submission,"Time:
        
        2:38","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC Fight Night: Volkov vs. Rozenstruik,Johnny Munoz - Tony Gravely,Johnny Munoz,Bantamweight Bout,L,0,2 of 7,2 of 7,0 of 1,0,0,0:00,0 of 5,0 of 0,2 of 2,2 of 7,0 of 0,0 of 0,KO/TKO,"Time:
        
        1:08","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC Fight Night: Volkov vs. Rozenstruik,Johnny Munoz - Tony Gravely,Tony Gravely,Bantamweight Bout,W,1,5 of 15,6 of 16,0 of 0,0,0,0:03,4 of 12,0 of 0,1 of 3,2 of 11,0 of 0,3 of 4,KO/TKO,"Time:
        
        1:08","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC Fight Night: Volkov vs. Rozenstruik,Joe Solecki - Alex Da Silva,Joe Solecki,Lightweight Bout,W,0,33 of 82,91 of 144,1 of 4,3,0,4:51,32 of 81,0 of 0,1 of 1,30 of 77,1 of 3,2 of 2,Decision - Majority,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC Fight Night: Volkov vs. Rozenstruik,Joe Solecki - Alex Da Silva,Alex Da Silva,Lightweight Bout,L,1,35 of 76,54 of 96,0 of 0,0,0,5:55,20 of 58,11 of 12,4 of 6,29 of 67,1 of 2,5 of 7,Decision - Majority,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC Fight Night: Volkov vs. Rozenstruik,Jeff Molina - Zhalgas Zhumagulov,Jeff Molina,Flyweight Bout,W,0,56 of 148,129 of 226,0 of 0,0,0,0:14,43 of 133,6 of 7,7 of 8,49 of 139,5 of 7,2 of 2,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC Fight Night: Volkov vs. Rozenstruik,Jeff Molina - Zhalgas Zhumagulov,Zhalgas Zhumagulov,Flyweight Bout,L,0,37 of 112,68 of 146,2 of 13,0,0,5:32,10 of 74,17 of 26,10 of 12,28 of 103,9 of 9,0 of 0,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC Fight Night: Volkov vs. Rozenstruik,Felice Herrig - Karolina Kowalkiewicz,Felice Herrig,Women's Strawweight Bout,L,0,55 of 122,59 of 126,0 of 2,0,0,0:01,34 of 92,20 of 28,1 of 2,49 of 116,6 of 6,0 of 0,Submission,"Time:
        
        4:01","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Mark Smith
UFC Fight Night: Volkov vs. Rozenstruik,Felice Herrig - Karolina Kowalkiewicz,Karolina Kowalkiewicz,Women's Strawweight Bout,W,0,82 of 123,102 of 146,0 of 2,2,0,3:10,54 of 94,23 of 24,5 of 5,57 of 96,17 of 18,8 of 9,Submission,"Time:
        
        4:01","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Mark Smith
UFC Fight Night: Volkov vs. Rozenstruik,Dan Ige - Movsar Evloev,Dan Ige,Featherweight Bout,L,0,42 of 106,47 of 114,0 of 0,0,0,0:10,25 of 85,14 of 18,3 of 3,38 of 102,1 of 1,3 of 3,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC Fight Night: Volkov vs. Rozenstruik,Dan Ige - Movsar Evloev,Movsar Evloev,Featherweight Bout,W,0,68 of 129,144 of 213,9 of 16,0,0,6:47,50 of 109,12 of 14,6 of 6,51 of 110,2 of 2,15 of 17,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC Fight Night: Volkov vs. Rozenstruik,Michael Trizano - Lucas Almeida,Michael Trizano,Featherweight Bout,L,1,31 of 62,42 of 74,0 of 0,0,0,1:43,17 of 45,12 of 14,2 of 3,26 of 55,1 of 2,4 of 5,KO/TKO,"Time:
        
        0:55","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mark Smith
UFC Fight Night: Volkov vs. Rozenstruik,Michael Trizano - Lucas Almeida,Lucas Almeida,Featherweight Bout,W,2,75 of 152,94 of 171,0 of 0,0,0,2:13,32 of 95,16 of 22,27 of 35,54 of 121,0 of 0,21 of 31,KO/TKO,"Time:
        
        0:55","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mark Smith
UFC Fight Night: Volkov vs. Rozenstruik,Ode Osbourne - Zarrukh Adashev,Ode Osbourne,Flyweight Bout,W,1,7 of 15,7 of 15,0 of 0,0,0,0:03,7 of 15,0 of 0,0 of 0,1 of 8,0 of 0,6 of 7,KO/TKO,"Time:
        
        1:01","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC Fight Night: Volkov vs. Rozenstruik,Ode Osbourne - Zarrukh Adashev,Zarrukh Adashev,Flyweight Bout,L,0,7 of 13,7 of 13,0 of 0,0,0,0:00,5 of 11,1 of 1,1 of 1,7 of 13,0 of 0,0 of 0,KO/TKO,"Time:
        
        1:01","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC Fight Night: Holm vs. Vieira,Omar Morales - Uros Medic,Omar Morales,Lightweight Bout,L,0,33 of 85,33 of 85,0 of 0,0,0,0:00,18 of 64,8 of 14,7 of 7,32 of 82,1 of 3,0 of 0,KO/TKO,"Time:
        
        3:05","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC Fight Night: Holm vs. Vieira,Omar Morales - Uros Medic,Uros Medic,Lightweight Bout,W,2,47 of 86,47 of 86,0 of 0,0,0,0:02,21 of 57,13 of 16,13 of 13,45 of 83,2 of 3,0 of 0,KO/TKO,"Time:
        
        3:05","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC Fight Night: Holm vs. Vieira,Chidi Njokuani - Dusko Todorovic,Chidi Njokuani,Middleweight Bout,W,1,14 of 17,19 of 23,0 of 0,1,0,0:50,3 of 4,8 of 10,3 of 3,5 of 7,9 of 10,0 of 0,KO/TKO,"Time:
        
        4:48","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mark Smith
UFC Fight Night: Holm vs. Vieira,Chidi Njokuani - Dusko Todorovic,Dusko Todorovic,Middleweight Bout,L,0,5 of 7,9 of 11,2 of 7,0,0,3:13,4 of 6,1 of 1,0 of 0,0 of 2,4 of 4,1 of 1,KO/TKO,"Time:
        
        4:48","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mark Smith
UFC Fight Night: Holm vs. Vieira,Polyana Viana - Tabatha Ricci,Polyana Viana,Women's Strawweight Bout,L,0,36 of 97,126 of 212,0 of 0,0,0,0:09,18 of 74,11 of 14,7 of 9,29 of 86,3 of 7,4 of 4,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC Fight Night: Holm vs. Vieira,Polyana Viana - Tabatha Ricci,Tabatha Ricci,Women's Strawweight Bout,W,0,33 of 73,72 of 126,5 of 10,0,0,9:31,11 of 43,3 of 8,19 of 22,21 of 57,0 of 1,12 of 15,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC Fight Night: Holm vs. Vieira,Jonathan Martinez - Vince Morales,Jonathan Martinez,Bantamweight Bout,W,0,88 of 154,88 of 154,2 of 2,0,0,0:41,41 of 98,18 of 22,29 of 34,86 of 151,2 of 3,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
